County, FIPS,Value_Index
"Allen County, Indiana",18003,0.5054
"Bartholomew County, Indiana",18005,0.3778
"Benton County, Indiana",18007,0.416
"Blackford County, Indiana",18009,0.4411
"Boone County, Indiana",18011,0.0417
"Brown County, Indiana",18013,0.1757
"Carroll County, Indiana",18015,0.0933
"Cass County, Indiana",18017,0.5567
"Clark County, Indiana",18019,0.2696
"Clay County, Indiana",18021,0.2855
"Clinton County, Indiana",18023,0.5159
"Crawford County, Indiana",18025,0.267
"Daviess County, Indiana",18027,0.7419
"Dearborn County, Indiana",18029,0.0617
"Decatur County, Indiana",18031,0.0481
"DeKalb County, Indiana",18033,0.1034
"Delaware County, Indiana",18035,0.633
"Dubois County, Indiana",18037,0.1235
"Elkhart County, Indiana",18039,0.7938
"Fayette County, Indiana",18041,0.6547
"Floyd County, Indiana",18043,0.1483
"Fountain County, Indiana",18045,0.2667
"Franklin County, Indiana",18047,0.1639
"Fulton County, Indiana",18049,0.3896
"Gibson County, Indiana",18051,0.239
"Grant County, Indiana",18053,0.725
"Greene County, Indiana",18055,0.3794
"Hamilton County, Indiana",18057,0.035
"Hancock County, Indiana",18059,0.0334
"Harrison County, Indiana",18061,0.1174
"Hendricks County, Indiana",18063,0.0713
"Henry County, Indiana",18065,0.2642
"Howard County, Indiana",18067,0.3775
"Huntington County, Indiana",18069,0.1178
"Jackson County, Indiana",18071,0.5038
"Jasper County, Indiana",18073,0.2145
"Jay County, Indiana",18075,0.4087
"Jefferson County, Indiana",18077,0.4456
"Jennings County, Indiana",18079,0.2094
"Johnson County, Indiana",18081,0.1069
"Knox County, Indiana",18083,0.6295
"Kosciusko County, Indiana",18085,0.4857
"LaGrange County, Indiana",18087,0.3899
"Lake County, Indiana",18089,0.7072
"LaPorte County, Indiana",18091,0.5853
"Lawrence County, Indiana",18093,0.2791
"Madison County, Indiana",18095,0.6569
"Marion County, Indiana",18097,0.8291
"Marshall County, Indiana",18099,0.5369
"Martin County, Indiana",18101,0.1754
"Miami County, Indiana",18103,0.4421
"Monroe County, Indiana",18105,0.4688
"Montgomery County, Indiana",18107,0.3218
"Morgan County, Indiana",18109,0.1133
"Newton County, Indiana",18111,0.2775
"Noble County, Indiana",18113,0.506
"Ohio County, Indiana",18115,0.0917
"Orange County, Indiana",18117,0.4971
"Owen County, Indiana",18119,0.3304
"Parke County, Indiana",18121,0.6926
"Perry County, Indiana",18123,0.2416
"Pike County, Indiana",18125,0.0684
"Porter County, Indiana",18127,0.1655
"Posey County, Indiana",18129,0.0134
"Pulaski County, Indiana",18131,0.3113
"Putnam County, Indiana",18133,0.1897
"Randolph County, Indiana",18135,0.3791
"Ripley County, Indiana",18137,0.3507
"Rush County, Indiana",18139,0.2584
"St. Joseph County, Indiana",18141,0.6143
"Scott County, Indiana",18143,0.634
"Shelby County, Indiana",18145,0.2317
"Spencer County, Indiana",18147,0.0471
"Starke County, Indiana",18149,0.2556
"Steuben County, Indiana",18151,0.1617
"Sullivan County, Indiana",18153,0.6098
"Switzerland County, Indiana",18155,0.7002
"Tippecanoe County, Indiana",18157,0.499
"Tipton County, Indiana",18159,0.0442
"Union County, Indiana",18161,0.1696
"Vanderburgh County, Indiana",18163,0.5847
"Vermillion County, Indiana",18165,0.3851
"Vigo County, Indiana",18167,0.7145
"Wabash County, Indiana",18169,0.2861
"Warren County, Indiana",18171,0.0099
"Warrick County, Indiana",18173,0.0369
"Washington County, Indiana",18175,0.2654
"Wayne County, Indiana",18177,0.6763
"Wells County, Indiana",18179,0.084
"White County, Indiana",18181,0.3036
"Whitley County, Indiana",18183,0.0805
"Adair County, Iowa",19001,0.0493
"Adams County, Iowa",19003,0.0391
"Allamakee County, Iowa",19005,0.2903
"Appanoose County, Iowa",19007,0.4955
"Audubon County, Iowa",19009,0.0229
"Benton County, Iowa",19011,0.0041
"Black Hawk County, Iowa",19013,0.529
"Boone County, Iowa",19015,0.0446
"Bremer County, Iowa",19017,0.0423
"Buchanan County, Iowa",19019,0.0433
"Buena Vista County, Iowa",19021,0.6693
"Butler County, Iowa",19023,0.0312
"Calhoun County, Iowa",19025,0.0878
"Carroll County, Iowa",19027,0.0777
"Cass County, Iowa",19029,0.1785
"Cedar County, Iowa",19031,0.0048
"Cerro Gordo County, Iowa",19033,0.1884
"Cherokee County, Iowa",19035,0.1187
"Chickasaw County, Iowa",19037,0.0426
"Clarke County, Iowa",19039,0.7791
"Clay County, Iowa",19041,0.2409
"Clayton County, Iowa",19043,0.2629
"Clinton County, Iowa",19045,0.3666
"Crawford County, Iowa",19047,0.8351
"Dallas County, Iowa",19049,0.0576
"Davis County, Iowa",19051,0.3692
"Decatur County, Iowa",19053,0.4704
"Delaware County, Iowa",19055,0.0115
"Des Moines County, Iowa",19057,0.4905
"Dickinson County, Iowa",19059,0.0843
"Dubuque County, Iowa",19061,0.2225
"Emmet County, Iowa",19063,0.2896
"Fayette County, Iowa",19065,0.1989
"Floyd County, Iowa",19067,0.1722
"Franklin County, Iowa",19069,0.2533
"Fremont County, Iowa",19071,0.0159
"Greene County, Iowa",19073,0.1805
"Grundy County, Iowa",19075,0.0025
"Guthrie County, Iowa",19077,0.0614
"Hamilton County, Iowa",19079,0.0595
"Hancock County, Iowa",19081,0.0738
"Hardin County, Iowa",19083,0.1652
"Harrison County, Iowa",19085,0.0242
"Henry County, Iowa",19087,0.2031
"Howard County, Iowa",19089,0.0551
"Humboldt County, Iowa",19091,0.0955
"Ida County, Iowa",19093,0.0592
"Iowa County, Iowa",19095,0.0306
"Jackson County, Iowa",19097,0.0662
"Jasper County, Iowa",19099,0.1945
"Jefferson County, Iowa",19101,0.5169
"Johnson County, Iowa",19103,0.3511
"Jones County, Iowa",19105,0.2056
"Keokuk County, Iowa",19107,0.0621
"Kossuth County, Iowa",19109,0.1938
"Lee County, Iowa",19111,0.275
"Linn County, Iowa",19113,0.1935
"Louisa County, Iowa",19115,0.2823
"Lucas County, Iowa",19117,0.2871
"Lyon County, Iowa",19119,0.0286
"Madison County, Iowa",19121,0.0172
"Mahaska County, Iowa",19123,0.1728
"Marion County, Iowa",19125,0.1248
"Marshall County, Iowa",19127,0.662
"Mills County, Iowa",19129,0.0745
"Mitchell County, Iowa",19131,0.0732
"Monona County, Iowa",19133,0.0936
"Monroe County, Iowa",19135,0.2196
"Montgomery County, Iowa",19137,0.0605
"Muscatine County, Iowa",19139,0.4354
"O'Brien County, Iowa",19141,0.2626
"Osceola County, Iowa",19143,0.1419
"Page County, Iowa",19145,0.253
"Palo Alto County, Iowa",19147,0.0904
"Plymouth County, Iowa",19149,0.0668
"Pocahontas County, Iowa",19151,0.0923
"Polk County, Iowa",19153,0.4574
"Pottawattamie County, Iowa",19155,0.4892
"Poweshiek County, Iowa",19157,0.2339
"Ringgold County, Iowa",19159,0.1871
"Sac County, Iowa",19161,0.0847
"Scott County, Iowa",19163,0.2982
"Shelby County, Iowa",19165,0.0563
"Sioux County, Iowa",19167,0.1031
"Story County, Iowa",19169,0.282
"Tama County, Iowa",19171,0.325
"Taylor County, Iowa",19173,0.0968
"Union County, Iowa",19175,0.4233
"Van Buren County, Iowa",19177,0.381
"Wapello County, Iowa",19179,0.8071
"Warren County, Iowa",19181,0.0764
"Washington County, Iowa",19183,0.1489
"Wayne County, Iowa",19185,0.3892
"Webster County, Iowa",19187,0.4061
"Winnebago County, Iowa",19189,0.1251
"Winneshiek County, Iowa",19191,0.0411
"Woodbury County, Iowa",19193,0.6521
"Worth County, Iowa",19195,0.0038
"Wright County, Iowa",19197,0.401
"Allen County, Kansas",20001,0.3924
"Anderson County, Kansas",20003,0.2756
"Atchison County, Kansas",20005,0.3546
"Barber County, Kansas",20007,0.5181
"Barton County, Kansas",20009,0.6276
"Bourbon County, Kansas",20011,0.5242
"Brown County, Kansas",20013,0.2798
"Butler County, Kansas",20015,0.2718
"Chase County, Kansas",20017,0.1926
"Chautauqua County, Kansas",20019,0.7686
"Cherokee County, Kansas",20021,0.4819
"Cheyenne County, Kansas",20023,0.218
"Clark County, Kansas",20025,0.1649
"Clay County, Kansas",20027,0.317
"Cloud County, Kansas",20029,0.2279
"Coffey County, Kansas",20031,0.2046
"Comanche County, Kansas",20033,0.1012
"Cowley County, Kansas",20035,0.6194
"Crawford County, Kansas",20037,0.7683
"Decatur County, Kansas",20039,0.1607
"Dickinson County, Kansas",20041,0.1836
"Doniphan County, Kansas",20043,0.2263
"Douglas County, Kansas",20045,0.2565
"Edwards County, Kansas",20047,0.2374
"Elk County, Kansas",20049,0.3616
"Ellis County, Kansas",20051,0.1862
"Ellsworth County, Kansas",20053,0.1779
"Finney County, Kansas",20055,0.8574
"Ford County, Kansas",20057,0.7931
"Franklin County, Kansas",20059,0.2613
"Geary County, Kansas",20061,0.711
"Gove County, Kansas",20063,0.1063
"Graham County, Kansas",20065,0.4039
"Grant County, Kansas",20067,0.4758
"Gray County, Kansas",20069,0.2979
"Greeley County, Kansas",20071,0.5232
"Greenwood County, Kansas",20073,0.2578
"Hamilton County, Kansas",20075,0.3017
"Harper County, Kansas",20077,0.5306
"Harvey County, Kansas",20079,0.5592
"Haskell County, Kansas",20081,0.3644
"Hodgeman County, Kansas",20083,0.0824
"Jackson County, Kansas",20085,0.3055
"Jefferson County, Kansas",20087,0.0102
"Jewell County, Kansas",20089,0.105
"Johnson County, Kansas",20091,0.085
"Kearny County, Kansas",20093,0.3962
"Kingman County, Kansas",20095,0.0382
"Kiowa County, Kansas",20097,0.3039
"Labette County, Kansas",20099,0.6292
"Lane County, Kansas",20101,0.106
"Leavenworth County, Kansas",20103,0.2307
"Lincoln County, Kansas",20105,0.0789
"Linn County, Kansas",20107,0.4102
"Logan County, Kansas",20109,0.1856
"Lyon County, Kansas",20111,0.6766
"McPherson County, Kansas",20113,0.1349
"Marion County, Kansas",20115,0.1184
"Marshall County, Kansas",20117,0.0945
"Meade County, Kansas",20119,0.3409
"Miami County, Kansas",20121,0.0535
"Mitchell County, Kansas",20123,0.1375
"Montgomery County, Kansas",20125,0.8154
"Morris County, Kansas",20127,0.1776
"Morton County, Kansas",20129,0.5933
"Nemaha County, Kansas",20131,0.0624
"Neosho County, Kansas",20133,0.5732
"Ness County, Kansas",20135,0.0722
"Norton County, Kansas",20137,0.1642
"Osage County, Kansas",20139,0.1964
"Osborne County, Kansas",20141,0.0748
"Ottawa County, Kansas",20143,0.0449
"Pawnee County, Kansas",20145,0.2683
"Phillips County, Kansas",20147,0.2393
"Pottawatomie County, Kansas",20149,0.0532
"Pratt County, Kansas",20151,0.3877
"Rawlins County, Kansas",20153,0.2518
"Reno County, Kansas",20155,0.5627
"Republic County, Kansas",20157,0.0245
"Rice County, Kansas",20159,0.2954
"Riley County, Kansas",20161,0.5557
"Rooks County, Kansas",20163,0.1079
"Rush County, Kansas",20165,0.0366
"Russell County, Kansas",20167,0.3243
"Saline County, Kansas",20169,0.5707
"Scott County, Kansas",20171,0.4462
"Sedgwick County, Kansas",20173,0.6856
"Seward County, Kansas",20175,0.9099
"Shawnee County, Kansas",20177,0.5067
"Sheridan County, Kansas",20179,0.1057
"Sherman County, Kansas",20181,0.2403
"Smith County, Kansas",20183,0.0602
"Stafford County, Kansas",20185,0.2817
"Stanton County, Kansas",20187,0.5461
"Stevens County, Kansas",20189,0.8832
"Sumner County, Kansas",20191,0.3829
"Thomas County, Kansas",20193,0.0742
"Trego County, Kansas",20195,0.0181
"Wabaunsee County, Kansas",20197,0.063
"Wallace County, Kansas",20199,0.1913
"Washington County, Kansas",20201,0.0398
"Wichita County, Kansas",20203,0.4208
"Wilson County, Kansas",20205,0.4685
"Woodson County, Kansas",20207,0.2187
"Wyandotte County, Kansas",20209,0.9504
"Adair County, Kentucky",21001,0.5356
"Allen County, Kentucky",21003,0.6165
"Anderson County, Kentucky",21005,0.2241
"Ballard County, Kentucky",21007,0.388
"Barren County, Kentucky",21009,0.7712
"Bath County, Kentucky",21011,0.4141
"Bell County, Kentucky",21013,0.7992
"Boone County, Kentucky",21015,0.1496
"Bourbon County, Kentucky",21017,0.4144
"Boyd County, Kentucky",21019,0.6859
"Boyle County, Kentucky",21021,0.5321
"Bracken County, Kentucky",21023,0.2104
"Breathitt County, Kentucky",21025,0.6897
"Breckinridge County, Kentucky",21027,0.5057
"Bullitt County, Kentucky",21029,0.1194
"Butler County, Kentucky",21031,0.684
"Caldwell County, Kentucky",21033,0.6127
"Calloway County, Kentucky",21035,0.4017
"Campbell County, Kentucky",21037,0.2476
"Carlisle County, Kentucky",21039,0.3148
"Carroll County, Kentucky",21041,0.8243
"Carter County, Kentucky",21043,0.5888
"Casey County, Kentucky",21045,0.8663
"Christian County, Kentucky",21047,0.9258
"Clark County, Kentucky",21049,0.5325
"Clay County, Kentucky",21051,0.8405
"Clinton County, Kentucky",21053,0.76
"Crittenden County, Kentucky",21055,0.5006
"Cumberland County, Kentucky",21057,0.5455
"Daviess County, Kentucky",21059,0.612
"Edmonson County, Kentucky",21061,0.4876
"Elliott County, Kentucky",21063,0.4835
"Estill County, Kentucky",21065,0.8361
"Fayette County, Kentucky",21067,0.5719
"Fleming County, Kentucky",21069,0.6467
"Floyd County, Kentucky",21071,0.7553
"Franklin County, Kentucky",21073,0.6251
"Fulton County, Kentucky",21075,0.9325
"Gallatin County, Kentucky",21077,0.5678
"Garrard County, Kentucky",21079,0.2034
"Grant County, Kentucky",21081,0.2985
"Graves County, Kentucky",21083,0.7253
"Grayson County, Kentucky",21085,0.57
"Green County, Kentucky",21087,0.7358
"Greenup County, Kentucky",21089,0.211
"Hancock County, Kentucky",21091,0.1798
"Hardin County, Kentucky",21093,0.5162
"Harlan County, Kentucky",21095,0.8488
"Harrison County, Kentucky",21097,0.4106
"Hart County, Kentucky",21099,0.7693
"Henderson County, Kentucky",21101,0.6451
"Henry County, Kentucky",21103,0.522
"Hickman County, Kentucky",21105,0.4265
"Hopkins County, Kentucky",21107,0.6439
"Jackson County, Kentucky",21109,0.5115
"Jefferson County, Kentucky",21111,0.6146
"Jessamine County, Kentucky",21113,0.2743
"Johnson County, Kentucky",21115,0.7282
"Kenton County, Kentucky",21117,0.296
"Knott County, Kentucky",21119,0.7728
"Knox County, Kentucky",21121,0.7581
"Larue County, Kentucky",21123,0.2899
"Laurel County, Kentucky",21125,0.663
"Lawrence County, Kentucky",21127,0.5337
"Lee County, Kentucky",21129,0.8014
"Leslie County, Kentucky",21131,0.6349
"Letcher County, Kentucky",21133,0.7658
"Lewis County, Kentucky",21135,0.5703
"Lincoln County, Kentucky",21137,0.6238
"Livingston County, Kentucky",21139,0.126
"Logan County, Kentucky",21141,0.4507
"Lyon County, Kentucky",21143,0.1715
"McCracken County, Kentucky",21145,0.5573
"McCreary County, Kentucky",21147,0.7482
"McLean County, Kentucky",21149,0.274
"Madison County, Kentucky",21151,0.4908
"Magoffin County, Kentucky",21153,0.7813
"Marion County, Kentucky",21155,0.7572
"Marshall County, Kentucky",21157,0.2139
"Martin County, Kentucky",21159,0.6235
"Mason County, Kentucky",21161,0.6158
"Meade County, Kentucky",21163,0.1849
"Menifee County, Kentucky",21165,0.345
"Mercer County, Kentucky",21167,0.2747
"Metcalfe County, Kentucky",21169,0.4978
"Monroe County, Kentucky",21171,0.6671
"Montgomery County, Kentucky",21173,0.6617
"Morgan County, Kentucky",21175,0.6938
"Muhlenberg County, Kentucky",21177,0.2702
"Nelson County, Kentucky",21179,0.0831
"Nicholas County, Kentucky",21181,0.4093
"Ohio County, Kentucky",21183,0.4523
"Oldham County, Kentucky",21185,0.0264
"Owen County, Kentucky",21187,0.3536
"Owsley County, Kentucky",21189,0.7088
"Pendleton County, Kentucky",21191,0.4551
"Perry County, Kentucky",21193,0.6591
"Pike County, Kentucky",21195,0.7432
"Powell County, Kentucky",21197,0.7085
"Pulaski County, Kentucky",21199,0.6636
"Robertson County, Kentucky",21201,0.486
"Rockcastle County, Kentucky",21203,0.6782
"Rowan County, Kentucky",21205,0.4784
"Russell County, Kentucky",21207,0.6677
"Scott County, Kentucky",21209,0.2069
"Shelby County, Kentucky",21211,0.3345
"Simpson County, Kentucky",21213,0.3071
"Spencer County, Kentucky",21215,0.0255
"Taylor County, Kentucky",21217,0.4077
"Todd County, Kentucky",21219,0.8316
"Trigg County, Kentucky",21221,0.4414
"Trimble County, Kentucky",21223,0.6069
"Union County, Kentucky",21225,0.2101
"Warren County, Kentucky",21227,0.7266
"Washington County, Kentucky",21229,0.4045
"Wayne County, Kentucky",21231,0.7498
"Webster County, Kentucky",21233,0.698
"Whitley County, Kentucky",21235,0.7425
"Wolfe County, Kentucky",21237,0.8097
"Woodford County, Kentucky",21239,0.1585
"Acadia Parish, Louisiana",22001,0.888
"Allen Parish, Louisiana",22003,0.7244
"Ascension Parish, Louisiana",22005,0.3253
"Assumption Parish, Louisiana",22007,0.7527
"Avoyelles Parish, Louisiana",22009,0.9284
"Beauregard Parish, Louisiana",22011,0.5201
"Bienville Parish, Louisiana",22013,0.943
"Bossier Parish, Louisiana",22015,0.6961
"Caddo Parish, Louisiana",22017,0.9001
"Calcasieu Parish, Louisiana",22019,0.7097
"Caldwell Parish, Louisiana",22021,0.7922
"Cameron Parish, Louisiana",22023,0.2371
"Catahoula Parish, Louisiana",22025,0.8221
"Claiborne Parish, Louisiana",22027,0.8355
"Concordia Parish, Louisiana",22029,0.9682
"De Soto Parish, Louisiana",22031,0.8144
"East Baton Rouge Parish, Louisiana",22033,0.8027
"East Carroll Parish, Louisiana",22035,0.9672
"East Feliciana Parish, Louisiana",22037,0.7521
"Evangeline Parish, Louisiana",22039,0.999
"Franklin Parish, Louisiana",22041,0.8873
"Grant Parish, Louisiana",22043,0.5465
"Iberia Parish, Louisiana",22045,0.9507
"Iberville Parish, Louisiana",22047,0.8425
"Jackson Parish, Louisiana",22049,0.7737
"Jefferson Parish, Louisiana",22051,0.7985
"Jefferson Davis Parish, Louisiana",22053,0.817
"Lafayette Parish, Louisiana",22055,0.7447
"LaFourche Parish, Louisiana",22057,0.8033
"La Salle Parish, Louisiana",22059,0.5697
"Lincoln Parish, Louisiana",22061,0.839
"Livingston Parish, Louisiana",22063,0.4437
"Madison Parish, Louisiana",22065,0.9978
"Morehouse Parish, Louisiana",22067,0.9077
"Natchitoches Parish, Louisiana",22069,0.8641
"Orleans Parish, Louisiana",22071,0.8329
"Ouachita Parish, Louisiana",22073,0.8593
"Plaquemines Parish, Louisiana",22075,0.6528
"Pointe Coupee Parish, Louisiana",22077,0.7858
"Rapides Parish, Louisiana",22079,0.9023
"Red River Parish, Louisiana",22081,0.8272
"Richland Parish, Louisiana",22083,0.8937
"Sabine Parish, Louisiana",22085,0.8307
"St. Bernard Parish, Louisiana",22087,0.8666
"St. Charles Parish, Louisiana",22089,0.3157
"St. Helena Parish, Louisiana",22091,0.9185
"St. James Parish, Louisiana",22093,0.5554
"St. John the Baptist Parish, Louisiana",22095,0.7158
"St. Landry Parish, Louisiana",22097,0.8374
"St. Martin Parish, Louisiana",22099,0.7301
"St. Mary Parish, Louisiana",22101,0.8638
"St. Tammany Parish, Louisiana",22103,0.451
"Tangipahoa Parish, Louisiana",22105,0.8905
"Tensas Parish, Louisiana",22107,0.7234
"Terrebonne Parish, Louisiana",22109,0.86
"Union Parish, Louisiana",22111,0.6789
"Vermilion Parish, Louisiana",22113,0.7899
"Vernon Parish, Louisiana",22115,0.754
"Washington Parish, Louisiana",22117,0.9736
"Webster Parish, Louisiana",22119,0.9039
"West Baton Rouge Parish, Louisiana",22121,0.5423
"West Carroll Parish, Louisiana",22123,0.5898
"West Feliciana Parish, Louisiana",22125,0.4389
"Winn Parish, Louisiana",22127,0.7136
"Androscoggin County, Maine",23001,0.5614
"Aroostook County, Maine",23003,0.5757
"Cumberland County, Maine",23005,0.1789
"Franklin County, Maine",23007,0.4118
"Hancock County, Maine",23009,0.2043
"Kennebec County, Maine",23011,0.3125
"Knox County, Maine",23013,0.1684
"Lincoln County, Maine",23015,0.204
"Oxford County, Maine",23017,0.3173
"Penobscot County, Maine",23019,0.4249
"Piscataquis County, Maine",23021,0.493
"Sagadahoc County, Maine",23023,0.0665
"Somerset County, Maine",23025,0.4659
"Waldo County, Maine",23027,0.2693
"Washington County, Maine",23029,0.6957
"York County, Maine",23031,0.1719
"Allegany County, Maryland",24001,0.549
"Anne Arundel County, Maryland",24003,0.1903
"Baltimore County, Maryland",24005,0.5175
"Calvert County, Maryland",24009,0.0086
"Caroline County, Maryland",24011,0.676
"Carroll County, Maryland",24013,0.0328
"Cecil County, Maryland",24015,0.3208
"Charles County, Maryland",24017,0.197
"Dorchester County, Maryland",24019,0.7874
"Frederick County, Maryland",24021,0.1827
"Garrett County, Maryland",24023,0.2327
"Harford County, Maryland",24025,0.1015
"Howard County, Maryland",24027,0.1369
"Kent County, Maryland",24029,0.4567
"Montgomery County, Maryland",24031,0.4631
"Prince Georges County, Maryland",24033,0.7969
"Queen Annes County, Maryland",24035,0.0404
"St. Marys County, Maryland",24037,0.303
"Somerset County, Maryland",24039,0.8546
"Talbot County, Maryland",24041,0.2419
"Washington County, Maryland",24043,0.5987
"Wicomico County, Maryland",24045,0.8199
"Worcester County, Maryland",24047,0.4882
"Baltimore City, Maryland",24510,0.8682
"Barnstable County, Massachusetts",25001,0.0961
"Berkshire County, Massachusetts",25003,0.367
"Bristol County, Massachusetts",25005,0.5875
"Dukes County, Massachusetts",25007,0.1136
"Essex County, Massachusetts",25009,0.6085
"Franklin County, Massachusetts",25011,0.3689
"Hampden County, Massachusetts",25013,0.8234
"Hampshire County, Massachusetts",25015,0.2575
"Middlesex County, Massachusetts",25017,0.2677
"Nantucket County, Massachusetts",25019,0.119
"Norfolk County, Massachusetts",25021,0.2734
"Plymouth County, Massachusetts",25023,0.2845
"Suffolk County, Massachusetts",25025,0.7861
"Worcester County, Massachusetts",25027,0.4398
"Alcona County, Michigan",26001,0.1413
"Alger County, Michigan",26003,0.3953
"Allegan County, Michigan",26005,0.1725
"Alpena County, Michigan",26007,0.3552
"Antrim County, Michigan",26009,0.0643
"Arenac County, Michigan",26011,0.3355
"Baraga County, Michigan",26013,0.4125
"Barry County, Michigan",26015,0.0522
"Bay County, Michigan",26017,0.3514
"Benzie County, Michigan",26019,0.0786
"Berrien County, Michigan",26021,0.6964
"Branch County, Michigan",26023,0.7263
"Calhoun County, Michigan",26025,0.6906
"Cass County, Michigan",26027,0.2473
"Charlevoix County, Michigan",26029,0.1499
"Cheboygan County, Michigan",26031,0.2728
"Chippewa County, Michigan",26033,0.6665
"Clare County, Michigan",26035,0.7677
"Clinton County, Michigan",26037,0.0363
"Crawford County, Michigan",26039,0.3568
"Delta County, Michigan",26041,0.3294
"Dickinson County, Michigan",26043,0.1598
"Eaton County, Michigan",26045,0.2231
"Emmet County, Michigan",26047,0.17
"Genesee County, Michigan",26049,0.6766
"Gladwin County, Michigan",26051,0.5952
"Gogebic County, Michigan",26053,0.3752
"Grand Traverse County, Michigan",26055,0.1967
"Gratiot County, Michigan",26057,0.3335
"Hillsdale County, Michigan",26059,0.4577
"Houghton County, Michigan",26061,0.4714
"Huron County, Michigan",26063,0.198
"Ingham County, Michigan",26065,0.5917
"Ionia County, Michigan",26067,0.3437
"Iosco County, Michigan",26069,0.4392
"Iron County, Michigan",26071,0.3272
"Isabella County, Michigan",26073,0.606
"Jackson County, Michigan",26075,0.5194
"Kalamazoo County, Michigan",26077,0.4516
"Kalkaska County, Michigan",26079,0.3596
"Kent County, Michigan",26081,0.4739
"Keweenaw County, Michigan",26083,0.0188
"Lake County, Michigan",26085,0.6563
"Lapeer County, Michigan",26087,0.219
"Leelanau County, Michigan",26089,0.0398
"Lenawee County, Michigan",26091,0.3628
"Livingston County, Michigan",26093,0.0054
"Luce County, Michigan",26095,0.3577
"Mackinac County, Michigan",26097,0.6435
"Macomb County, Michigan",26099,0.3864
"Manistee County, Michigan",26101,0.3867
"Marquette County, Michigan",26103,0.2358
"Mason County, Michigan",26105,0.4379
"Mecosta County, Michigan",26107,0.5805
"Menominee County, Michigan",26109,0.2253
"Midland County, Michigan",26111,0.1544
"Missaukee County, Michigan",26113,0.4675
"Monroe County, Michigan",26115,0.1556
"Montcalm County, Michigan",26117,0.4252
"Montmorency County, Michigan",26119,0.3565
"Muskegon County, Michigan",26121,0.6248
"Newaygo County, Michigan",26123,0.4997
"Oakland County, Michigan",26125,0.1464
"Oceana County, Michigan",26127,0.7212
"Ogemaw County, Michigan",26129,0.5417
"Ontonagon County, Michigan",26131,0.1614
"Osceola County, Michigan",26133,0.6289
"Oscoda County, Michigan",26135,0.6257
"Otsego County, Michigan",26137,0.4453
"Ottawa County, Michigan",26139,0.1773
"Presque Isle County, Michigan",26141,0.2222
"Roscommon County, Michigan",26143,0.5016
"Saginaw County, Michigan",26145,0.655
"St. Clair County, Michigan",26147,0.3078
"St. Joseph County, Michigan",26149,0.6149
"Sanilac County, Michigan",26151,0.4255
"Schoolcraft County, Michigan",26153,0.4026
"Shiawassee County, Michigan",26155,0.1181
"Tuscola County, Michigan",26157,0.2635
"Van Buren County, Michigan",26159,0.6887
"Washtenaw County, Michigan",26161,0.2568
"Wayne County, Michigan",26163,0.8714
"Wexford County, Michigan",26165,0.4344
"Aitkin County, Minnesota",27001,0.2804
"Anoka County, Minnesota",27003,0.1327
"Becker County, Minnesota",27005,0.3415
"Beltrami County, Minnesota",27007,0.809
"Benton County, Minnesota",27009,0.309
"Big Stone County, Minnesota",27011,0.1216
"Blue Earth County, Minnesota",27013,0.318
"Brown County, Minnesota",27015,0.0767
"Carlton County, Minnesota",27017,0.2451
"Carver County, Minnesota",27019,0.0156
"Cass County, Minnesota",27021,0.4055
"Chippewa County, Minnesota",27023,0.6722
"Chisago County, Minnesota",27025,0.0318
"Clay County, Minnesota",27027,0.316
"Clearwater County, Minnesota",27029,0.844
"Cook County, Minnesota",27031,0.1817
"Cottonwood County, Minnesota",27033,0.4647
"Crow Wing County, Minnesota",27035,0.148
"Dakota County, Minnesota",27037,0.1521
"Dodge County, Minnesota",27039,0.0407
"Douglas County, Minnesota",27041,0.0694
"Faribault County, Minnesota",27043,0.1095
"Fillmore County, Minnesota",27045,0.1932
"Freeborn County, Minnesota",27047,0.415
"Goodhue County, Minnesota",27049,0.1693
"Grant County, Minnesota",27051,0.1337
"Hennepin County, Minnesota",27053,0.3956
"Houston County, Minnesota",27055,0.0296
"Hubbard County, Minnesota",27057,0.2435
"Isanti County, Minnesota",27059,0.0646
"Itasca County, Minnesota",27061,0.3803
"Jackson County, Minnesota",27063,0.0197
"Kanabec County, Minnesota",27065,0.2355
"Kandiyohi County, Minnesota",27067,0.4694
"Kittson County, Minnesota",27069,0.1127
"Koochiching County, Minnesota",27071,0.3469
"Lac qui Parle County, Minnesota",27073,0.0678
"Lake County, Minnesota",27075,0.0729
"Lake of the Woods County, Minnesota",27077,0.0716
"Le Sueur County, Minnesota",27079,0.0649
"Lincoln County, Minnesota",27081,0.1098
"Lyon County, Minnesota",27083,0.4854
"McLeod County, Minnesota",27085,0.0761
"Mahnomen County, Minnesota",27087,0.9255
"Marshall County, Minnesota",27089,0.1088
"Martin County, Minnesota",27091,0.1916
"Meeker County, Minnesota",27093,0.1044
"Mille Lacs County, Minnesota",27095,0.5939
"Morrison County, Minnesota",27097,0.1999
"Mower County, Minnesota",27099,0.6426
"Murray County, Minnesota",27101,0.1041
"Nicollet County, Minnesota",27103,0.2406
"Nobles County, Minnesota",27105,0.7794
"Norman County, Minnesota",27107,0.2597
"Olmsted County, Minnesota",27109,0.2397
"Otter Tail County, Minnesota",27111,0.2658
"Pennington County, Minnesota",27113,0.2457
"Pine County, Minnesota",27115,0.5108
"Pipestone County, Minnesota",27117,0.4526
"Polk County, Minnesota",27119,0.3982
"Pope County, Minnesota",27121,0.029
