County, FIPS,Value_Index
"Ramsey County, Minnesota",27123,0.6747
"Red Lake County, Minnesota",27125,0.1117
"Redwood County, Minnesota",27127,0.2002
"Renville County, Minnesota",27129,0.2171
"Rice County, Minnesota",27131,0.4099
"Rock County, Minnesota",27133,0.1279
"Roseau County, Minnesota",27135,0.2113
"St. Louis County, Minnesota",27137,0.2973
"Scott County, Minnesota",27139,0.0964
"Sherburne County, Minnesota",27141,0.0719
"Sibley County, Minnesota",27143,0.1028
"Stearns County, Minnesota",27145,0.3886
"Steele County, Minnesota",27147,0.2489
"Stevens County, Minnesota",27149,0.169
"Swift County, Minnesota",27151,0.3581
"Todd County, Minnesota",27153,0.556
"Traverse County, Minnesota",27155,0.289
"Wabasha County, Minnesota",27157,0.1025
"Wadena County, Minnesota",27159,0.7798
"Waseca County, Minnesota",27161,0.2788
"Washington County, Minnesota",27163,0.0668
"Watonwan County, Minnesota",27165,0.6499
"Wilkin County, Minnesota",27167,0.1467
"Winona County, Minnesota",27169,0.1553
"Wright County, Minnesota",27171,0.022
"Yellow Medicine County, Minnesota",27173,0.2597
"Adams County, Mississippi",28001,0.9857
"Alcorn County, Mississippi",28003,0.838
"Amite County, Mississippi",28005,0.8762
"Attala County, Mississippi",28007,0.9729
"Benton County, Mississippi",28009,0.5576
"Bolivar County, Mississippi",28011,0.9895
"Calhoun County, Mississippi",28013,0.8686
"Carroll County, Mississippi",28015,0.5468
"Chickasaw County, Mississippi",28017,0.9297
"Choctaw County, Mississippi",28019,0.6283
"Claiborne County, Mississippi",28021,0.9239
"Clarke County, Mississippi",28023,0.7257
"Clay County, Mississippi",28025,0.7374
"Coahoma County, Mississippi",28027,0.9446
"Copiah County, Mississippi",28029,0.8399
"Covington County, Mississippi",28031,0.7925
"DeSoto County, Mississippi",28033,0.3164
"Forrest County, Mississippi",28035,0.9663
"Franklin County, Mississippi",28037,0.5595
"George County, Mississippi",28039,0.8094
"Greene County, Mississippi",28041,0.6849
"Grenada County, Mississippi",28043,0.8791
"Hancock County, Mississippi",28045,0.5525
"Harrison County, Mississippi",28047,0.9217
"Hinds County, Mississippi",28049,0.8956
"Holmes County, Mississippi",28051,0.992
"Humphreys County, Mississippi",28053,0.9733
"Issaquena County, Mississippi",28055,0.9847
"Itawamba County, Mississippi",28057,0.2954
"Jackson County, Mississippi",28059,0.7148
"Jasper County, Mississippi",28061,0.6728
"Jefferson County, Mississippi",28063,0.9204
"Jefferson Davis County, Mississippi",28065,0.7769
"Jones County, Mississippi",28067,0.8313
"Kemper County, Mississippi",28069,0.944
"Lafayette County, Mississippi",28071,0.4774
"Lamar County, Mississippi",28073,0.691
"Lauderdale County, Mississippi",28075,0.9176
"Lawrence County, Mississippi",28077,0.7775
"Leake County, Mississippi",28079,0.9777
"Lee County, Mississippi",28081,0.7546
"Leflore County, Mississippi",28083,0.9306
"Lincoln County, Mississippi",28085,0.712
"Lowndes County, Mississippi",28087,0.7829
"Madison County, Mississippi",28089,0.3421
"Marion County, Mississippi",28091,0.9437
"Marshall County, Mississippi",28093,0.8558
"Monroe County, Mississippi",28095,0.6655
"Montgomery County, Mississippi",28097,0.901
"Neshoba County, Mississippi",28099,0.9551
"Newton County, Mississippi",28101,0.7661
"Noxubee County, Mississippi",28103,0.9879
"Oktibbeha County, Mississippi",28105,0.7804
"Panola County, Mississippi",28107,0.8491
"Pearl River County, Mississippi",28109,0.6171
"Perry County, Mississippi",28111,0.7565
"Pike County, Mississippi",28113,0.971
"Pontotoc County, Mississippi",28115,0.7272
"Prentiss County, Mississippi",28117,0.8434
"Quitman County, Mississippi",28119,0.9593
"Rankin County, Mississippi",28121,0.3736
"Scott County, Mississippi",28123,0.9745
"Sharkey County, Mississippi",28125,0.9583
"Simpson County, Mississippi",28127,0.7161
"Smith County, Mississippi",28129,0.55
"Stone County, Mississippi",28131,0.8246
"Sunflower County, Mississippi",28133,0.9621
"Tallahatchie County, Mississippi",28135,0.9567
"Tate County, Mississippi",28137,0.7438
"Tippah County, Mississippi",28139,0.8431
"Tishomingo County, Mississippi",28141,0.654
"Tunica County, Mississippi",28143,0.9752
"Union County, Mississippi",28145,0.7139
"Walthall County, Mississippi",28147,0.8647
"Warren County, Mississippi",28149,0.9405
"Washington County, Mississippi",28151,0.9949
"Wayne County, Mississippi",28153,0.908
"Webster County, Mississippi",28155,0.5092
"Wilkinson County, Mississippi",28157,0.9192
"Winston County, Mississippi",28159,0.9134
"Yalobusha County, Mississippi",28161,0.7365
"Yazoo County, Mississippi",28163,0.9984
"Adair County, Missouri",29001,0.4968
"Andrew County, Missouri",29003,0.042
"Atchison County, Missouri",29005,0.1295
"Audrain County, Missouri",29007,0.5687
"Barry County, Missouri",29009,0.5786
"Barton County, Missouri",29011,0.7279
"Bates County, Missouri",29013,0.5926
"Benton County, Missouri",29015,0.6314
"Bollinger County, Missouri",29017,0.5048
"Boone County, Missouri",29019,0.3819
"Buchanan County, Missouri",29021,0.761
"Butler County, Missouri",29023,0.8415
"Caldwell County, Missouri",29025,0.3339
"Callaway County, Missouri",29027,0.2362
"Camden County, Missouri",29029,0.3262
"Cape Girardeau County, Missouri",29031,0.3399
"Carroll County, Missouri",29033,0.3135
"Carter County, Missouri",29035,0.5032
"Cass County, Missouri",29037,0.1286
"Cedar County, Missouri",29039,0.6553
"Chariton County, Missouri",29041,0.1572
"Christian County, Missouri",29043,0.1384
"Clark County, Missouri",29045,0.4395
"Clay County, Missouri",29047,0.2467
"Clinton County, Missouri",29049,0.0939
"Cole County, Missouri",29051,0.2498
"Cooper County, Missouri",29053,0.4408
"Crawford County, Missouri",29055,0.7982
"Dade County, Missouri",29057,0.5713
"Dallas County, Missouri",29059,0.5818
"Daviess County, Missouri",29061,0.5013
"DeKalb County, Missouri",29063,0.1305
"Dent County, Missouri",29065,0.7081
"Douglas County, Missouri",29067,0.3705
"Dunklin County, Missouri",29069,0.978
"Franklin County, Missouri",29071,0.126
"Gasconade County, Missouri",29073,0.1022
"Gentry County, Missouri",29075,0.5003
"Greene County, Missouri",29077,0.5535
"Grundy County, Missouri",29079,0.7479
"Harrison County, Missouri",29081,0.6057
"Henry County, Missouri",29083,0.6827
"Hickory County, Missouri",29085,0.5672
"Holt County, Missouri",29087,0.1273
"Howard County, Missouri",29089,0.2333
"Howell County, Missouri",29091,0.6534
"Iron County, Missouri",29093,0.7422
"Jackson County, Missouri",29095,0.6715
"Jasper County, Missouri",29097,0.7514
"Jefferson County, Missouri",29099,0.1604
"Johnson County, Missouri",29101,0.3762
"Knox County, Missouri",29103,0.3364
"Laclede County, Missouri",29105,0.571
"Lafayette County, Missouri",29107,0.1658
"Lawrence County, Missouri",29109,0.8202
"Lewis County, Missouri",29111,0.4975
"Lincoln County, Missouri",29113,0.2174
"Linn County, Missouri",29115,0.1575
"Livingston County, Missouri",29117,0.3501
"McDonald County, Missouri",29119,0.818
"Macon County, Missouri",29121,0.5344
"Madison County, Missouri",29123,0.6053
"Maries County, Missouri",29125,0.592
"Marion County, Missouri",29127,0.394
"Mercer County, Missouri",29129,0.4217
"Miller County, Missouri",29131,0.3927
"Mississippi County, Missouri",29133,0.9166
"Moniteau County, Missouri",29135,0.5204
"Monroe County, Missouri",29137,0.4004
"Montgomery County, Missouri",29139,0.458
"Morgan County, Missouri",29141,0.7651
"New Madrid County, Missouri",29143,0.8475
"Newton County, Missouri",29145,0.564
"Nodaway County, Missouri",29147,0.2368
"Oregon County, Missouri",29149,0.683
"Osage County, Missouri",29151,0.013
"Ozark County, Missouri",29153,0.472
"Pemiscot County, Missouri",29155,0.9535
"Perry County, Missouri",29157,0.2202
"Pettis County, Missouri",29159,0.6773
"Phelps County, Missouri",29161,0.669
"Pike County, Missouri",29163,0.5843
"Platte County, Missouri",29165,0.1006
"Polk County, Missouri",29167,0.5929
"Pulaski County, Missouri",29169,0.6432
"Putnam County, Missouri",29171,0.2941
"Ralls County, Missouri",29173,0.1053
"Randolph County, Missouri",29175,0.4682
"Ray County, Missouri",29177,0.098
"Reynolds County, Missouri",29179,0.5602
"Ripley County, Missouri",29181,0.6273
"St. Charles County, Missouri",29183,0.036
"St. Clair County, Missouri",29185,0.4427
"Ste. Genevieve County, Missouri",29186,0.0882
"St. Francois County, Missouri",29187,0.7113
"St. Louis County, Missouri",29189,0.3199
"Saline County, Missouri",29195,0.5729
"Schuyler County, Missouri",29197,0.2075
"Scotland County, Missouri",29199,0.4841
"Scott County, Missouri",29201,0.746
"Shannon County, Missouri",29203,0.5834
"Shelby County, Missouri",29205,0.3641
"Stoddard County, Missouri",29207,0.5624
"Stone County, Missouri",29209,0.4609
"Sullivan County, Missouri",29211,0.4459
"Taney County, Missouri",29213,0.7187
"Texas County, Missouri",29215,0.88
"Vernon County, Missouri",29217,0.64
"Warren County, Missouri",29219,0.2298
"Washington County, Missouri",29221,0.8036
"Wayne County, Missouri",29223,0.6241
"Webster County, Missouri",29225,0.5582
"Worth County, Missouri",29227,0.24
"Wright County, Missouri",29229,0.8759
"St. Louis City, Missouri",29510,0.8517
"Beaverhead County, Montana",30001,0.2559
"Big Horn County, Montana",30003,0.6661
"Blaine County, Montana",30005,0.9475
"Broadwater County, Montana",30007,0.0802
"Carbon County, Montana",30009,0.0751
"Carter County, Montana",30011,0.3138
"Cascade County, Montana",30013,0.5283
"Chouteau County, Montana",30015,0.2766
"Custer County, Montana",30017,0.4071
"Daniels County, Montana",30019,0.0503
"Dawson County, Montana",30021,0.177
"Deer Lodge County, Montana",30023,0.6607
"Fallon County, Montana",30025,0.1448
"Fergus County, Montana",30027,0.2813
"Flathead County, Montana",30029,0.2272
"Gallatin County, Montana",30031,0.078
"Garfield County, Montana",30033,0.077
"Glacier County, Montana",30035,0.9067
"Golden Valley County, Montana",30037,0.1537
"Granite County, Montana",30039,0.1209
"Hill County, Montana",30041,0.5458
"Jefferson County, Montana",30043,0.0971
"Judith Basin County, Montana",30045,0.0267
"Lake County, Montana",30047,0.7276
"Lewis and Clark County, Montana",30049,0.1423
"Liberty County, Montana",30051,0.408
"Lincoln County, Montana",30053,0.4558
"McCone County, Montana",30055,0.0547
"Madison County, Montana",30057,0.1146
"Meagher County, Montana",30059,0.0687
"Mineral County, Montana",30061,0.3771
"Missoula County, Montana",30063,0.247
"Musselshell County, Montana",30065,0.3787
"Park County, Montana",30067,0.1591
"Petroleum County, Montana",30069,0.0029
"Phillips County, Montana",30071,0.3638
"Pondera County, Montana",30073,0.719
"Powder River County, Montana",30075,0.0519
"Powell County, Montana",30077,0.3313
"Prairie County, Montana",30079,0.1276
"Ravalli County, Montana",30081,0.2673
"Richland County, Montana",30083,0.2081
"Roosevelt County, Montana",30085,0.7954
"Rosebud County, Montana",30087,0.6066
"Sanders County, Montana",30089,0.4268
"Sheridan County, Montana",30091,0.1158
"Silver Bow County, Montana",30093,0.4532
"Stillwater County, Montana",30095,0.0385
"Sweet Grass County, Montana",30097,0.0216
"Teton County, Montana",30099,0.2915
"Toole County, Montana",30101,0.5789
"Treasure County, Montana",30103,0.1206
"Valley County, Montana",30105,0.3151
"Wheatland County, Montana",30107,0.2594
"Wibaux County, Montana",30109,0.1677
"Yellowstone County, Montana",30111,0.3084
"Adams County, Nebraska",31001,0.471
"Antelope County, Nebraska",31003,0.1085
"Arthur County, Nebraska",31005,0.1359
"Banner County, Nebraska",31007,0.0232
"Blaine County, Nebraska",31009,0.0143
"Boone County, Nebraska",31011,0.0283
"Box Butte County, Nebraska",31013,0.4112
"Boyd County, Nebraska",31015,0.0474
"Brown County, Nebraska",31017,0.1391
"Buffalo County, Nebraska",31019,0.3848
"Burt County, Nebraska",31021,0.2091
"Butler County, Nebraska",31023,0.0875
"Cass County, Nebraska",31025,0.0455
"Cedar County, Nebraska",31027,0.006
"Chase County, Nebraska",31029,0.2537
"Cherry County, Nebraska",31031,0.1502
"Cheyenne County, Nebraska",31033,0.2193
"Clay County, Nebraska",31035,0.1123
"Colfax County, Nebraska",31037,0.3854
"Cuming County, Nebraska",31039,0.161
"Custer County, Nebraska",31041,0.1824
"Dakota County, Nebraska",31043,0.7689
"Dawes County, Nebraska",31045,0.2336
"Dawson County, Nebraska",31047,0.7435
"Deuel County, Nebraska",31049,0.0999
"Dixon County, Nebraska",31051,0.2502
"Dodge County, Nebraska",31053,0.6407
"Douglas County, Nebraska",31055,0.6003
"Dundy County, Nebraska",31057,0.1706
"Fillmore County, Nebraska",31059,0.014
"Franklin County, Nebraska",31061,0.0818
"Frontier County, Nebraska",31063,0.1951
"Furnas County, Nebraska",31065,0.1563
"Gage County, Nebraska",31067,0.184
"Garden County, Nebraska",31069,0.168
"Garfield County, Nebraska",31071,0.0083
"Gosper County, Nebraska",31073,0.0032
"Grant County, Nebraska",31075,0.2053
"Greeley County, Nebraska",31077,0.0331
"Hall County, Nebraska",31079,0.7228
"Hamilton County, Nebraska",31081,0.0064
"Harlan County, Nebraska",31083,0.2304
"Hayes County, Nebraska",31085,0.0458
"Hitchcock County, Nebraska",31087,0.2833
"Holt County, Nebraska",31089,0.1213
"Hooker County, Nebraska",31091,0.1429
"Howard County, Nebraska",31093,0.1149
"Jefferson County, Nebraska",31095,0.2495
"Johnson County, Nebraska",31097,0.4284
"Kearney County, Nebraska",31099,0.1518
"Keith County, Nebraska",31101,0.3717
"Keya Paha County, Nebraska",31103,0.0076
"Kimball County, Nebraska",31105,0.5267
"Knox County, Nebraska",31107,0.2066
"Lancaster County, Nebraska",31109,0.3781
"Lincoln County, Nebraska",31111,0.3842
"Logan County, Nebraska",31113,0.1941
"Loup County, Nebraska",31115,0.0477
"McPherson County, Nebraska",31117,0
"Madison County, Nebraska",31119,0.5261
"Merrick County, Nebraska",31121,0.2995
"Morrill County, Nebraska",31123,0.3176
"Nance County, Nebraska",31125,0.063
"Nemaha County, Nebraska",31127,0.3288
"Nuckolls County, Nebraska",31129,0.0707
"Otoe County, Nebraska",31131,0.2864
"Pawnee County, Nebraska",31133,0.5751
"Perkins County, Nebraska",31135,0.0757
"Phelps County, Nebraska",31137,0.2323
"Pierce County, Nebraska",31139,0.05
"Platte County, Nebraska",31141,0.3902
"Polk County, Nebraska",31143,0.2021
"Red Willow County, Nebraska",31145,0.3765
"Richardson County, Nebraska",31147,0.1744
"Rock County, Nebraska",31149,0.0321
"Saline County, Nebraska",31151,0.5977
"Sarpy County, Nebraska",31153,0.113
"Saunders County, Nebraska",31155,0.0127
"Scotts Bluff County, Nebraska",31157,0.6709
"Seward County, Nebraska",31159,0.0586
"Sheridan County, Nebraska",31161,0.5118
"Sherman County, Nebraska",31163,0.1092
"Sioux County, Nebraska",31165,0.2553
"Stanton County, Nebraska",31167,0.0251
"Thayer County, Nebraska",31169,0.0567
"Thomas County, Nebraska",31171,0.0019
"Thurston County, Nebraska",31173,0.7989
"Valley County, Nebraska",31175,0.1009
"Washington County, Nebraska",31177,0.0315
"Wayne County, Nebraska",31179,0.0541
"Webster County, Nebraska",31181,0.0582
"Wheeler County, Nebraska",31183,0.0436
"York County, Nebraska",31185,0.1378
"Churchill County, Nevada",32001,0.6219
"Clark County, Nevada",32003,0.8565
"Douglas County, Nevada",32005,0.2037
"Elko County, Nevada",32007,0.5751
"Esmeralda County, Nevada",32009,0.8208
"Eureka County, Nevada",32011,0.2387
"Humboldt County, Nevada",32013,0.6079
"Lander County, Nevada",32015,0.6999
"Lincoln County, Nevada",32017,0.6623
"Lyon County, Nevada",32019,0.5863
"Mineral County, Nevada",32021,0.705
"Nye County, Nevada",32023,0.8176
"Pershing County, Nevada",32027,0.7196
"Storey County, Nevada",32029,0.1165
"Washoe County, Nevada",32031,0.6744
"White Pine County, Nevada",32033,0.2884
"Carson City, Nevada",32510,0.8504
"Belknap County, New Hampshire",33001,0.183
"Carroll County, New Hampshire",33003,0.1318
"Cheshire County, New Hampshire",33005,0.2237
"Coos County, New Hampshire",33007,0.508
"Grafton County, New Hampshire",33009,0.2969
"Hillsborough County, New Hampshire",33011,0.2543
"Merrimack County, New Hampshire",33013,0.2215
"Rockingham County, New Hampshire",33015,0.0261
"Strafford County, New Hampshire",33017,0.2651
"Sullivan County, New Hampshire",33019,0.1219
"Atlantic County, New Jersey",34001,0.8771
"Bergen County, New Jersey",34003,0.3838
"Burlington County, New Jersey",34005,0.2648
"Camden County, New Jersey",34007,0.7629
"Cape May County, New Jersey",34009,0.4169
"Cumberland County, New Jersey",34011,0.9812
"Essex County, New Jersey",34013,0.9392
"Gloucester County, New Jersey",34015,0.191
"Hudson County, New Jersey",34017,0.7963
"Hunterdon County, New Jersey",34019,0.0353
"Mercer County, New Jersey",34021,0.7104
"Middlesex County, New Jersey",34023,0.6391
"Monmouth County, New Jersey",34025,0.2276
"Morris County, New Jersey",34027,0.1633
"Ocean County, New Jersey",34029,0.4074
"Passaic County, New Jersey",34031,0.9064
"Salem County, New Jersey",34033,0.6865
"Somerset County, New Jersey",34035,0.1703
"Sussex County, New Jersey",34037,0.0484
"Union County, New Jersey",34039,0.795
"Warren County, New Jersey",34041,0.2454
"Bernalillo County, New Mexico",35001,0.7785
"Catron County, New Mexico",35003,0.4548
"Chaves County, New Mexico",35005,0.9516
"Cibola County, New Mexico",35006,0.9815
"Colfax County, New Mexico",35007,0.9306
"Curry County, New Mexico",35009,0.9281
"DeBaca County, New Mexico",35011,0.5891
"Dona Ana County, New Mexico",35013,0.9898
"Eddy County, New Mexico",35015,0.6935
"Grant County, New Mexico",35017,0.9004
"Guadalupe County, New Mexico",35019,0.74
"Harding County, New Mexico",35021,0.5777
"Hidalgo County, New Mexico",35023,0.9488
"Lea County, New Mexico",35025,0.9083
"Lincoln County, New Mexico",35027,0.7107
"Los Alamos County, New Mexico",35028,0.0121
"Luna County, New Mexico",35029,0.9971
"McKinley County, New Mexico",35031,0.9704
"Mora County, New Mexico",35033,0.7311
"Otero County, New Mexico",35035,0.922
"Quay County, New Mexico",35037,0.6792
"Rio Arriba County, New Mexico",35039,0.8148
"Roosevelt County, New Mexico",35041,0.9784
"Sandoval County, New Mexico",35043,0.4723
"San Juan County, New Mexico",35045,0.9335
"San Miguel County, New Mexico",35047,0.9615
"Santa Fe County, New Mexico",35049,0.7648
"Sierra County, New Mexico",35051,0.8402
"Socorro County, New Mexico",35053,0.937
"Taos County, New Mexico",35055,0.8386
"Torrance County, New Mexico",35057,0.7374
"Union County, New Mexico",35059,0.8275
"Valencia County, New Mexico",35061,0.8676
"Albany County, New York",36001,0.4325
"Allegany County, New York",36003,0.4367
"Bronx County, New York",36005,0.9955
"Broome County, New York",36007,0.7024
"Cattaraugus County, New York",36009,0.656
"Cayuga County, New York",36011,0.479
"Chautauqua County, New York",36013,0.6458
"Chemung County, New York",36015,0.5799
"Chenango County, New York",36017,0.5188
"Clinton County, New York",36019,0.3889
"Columbia County, New York",36021,0.4201
"Cortland County, New York",36023,0.3202
"Delaware County, New York",36025,0.4729
"Dutchess County, New York",36027,0.4561
"Erie County, New York",36029,0.4698
"Essex County, New York",36031,0.3307
"Franklin County, New York",36033,0.5735
"Fulton County, New York",36035,0.409
"Genesee County, New York",36037,0.1795
"Greene County, New York",36039,0.4023
"Hamilton County, New York",36041,0.1878
"Herkimer County, New York",36043,0.3631
"Jefferson County, New York",36045,0.6604
"Kings County, New York",36047,0.8845
"Lewis County, New York",36049,0.1515
"Livingston County, New York",36051,0.2266
"Madison County, New York",36053,0.1302
"Monroe County, New York",36055,0.5859
"Montgomery County, New York",36057,0.7756
"Nassau County, New York",36059,0.2782
"New York County, New York",36061,0.6668
"Niagara County, New York",36063,0.3434
"Oneida County, New York",36065,0.5974
"Onondaga County, New York",36067,0.557
"Ontario County, New York",36069,0.2607
"Orange County, New York",36071,0.6626
"Orleans County, New York",36073,0.5901
"Oswego County, New York",36075,0.5509
"Otsego County, New York",36077,0.3835
"Putnam County, New York",36079,0.12
"Queens County, New York",36081,0.7747
"Rensselaer County, New York",36083,0.3418
"Richmond County, New York",36085,0.5808
"Rockland County, New York",36087,0.7164
"St. Lawrence County, New York",36089,0.6919
"Saratoga County, New York",36091,0.0496
"Schenectady County, New York",36093,0.4825
"Schoharie County, New York",36095,0.3908
"Schuyler County, New York",36097,0.3425
"Seneca County, New York",36099,0.485
"Steuben County, New York",36101,0.4376
"Suffolk County, New York",36103,0.2645
"Sullivan County, New York",36105,0.7864
"Tioga County, New York",36107,0.1343
"Tompkins County, New York",36109,0.4182
"Ulster County, New York",36111,0.5643
"Warren County, New York",36113,0.1439
"Washington County, New York",36115,0.4529
"Wayne County, New York",36117,0.3234
"Westchester County, New York",36119,0.6817
"Wyoming County, New York",36121,0.1442
"Yates County, New York",36123,0.5783
"Alamance County, North Carolina",37001,0.7721
"Alexander County, North Carolina",37003,0.6012
"Alleghany County, North Carolina",37005,0.626
"Anson County, North Carolina",37007,0.9574
"Ashe County, North Carolina",37009,0.3733
"Avery County, North Carolina",37011,0.7317
"Beaufort County, North Carolina",37013,0.846
"Bertie County, North Carolina",37015,0.9685
"Bladen County, North Carolina",37017,0.8765
"Brunswick County, North Carolina",37019,0.4083
"Buncombe County, North Carolina",37021,0.5398
"Burke County, North Carolina",37023,0.7457
"Cabarrus County, North Carolina",37025,0.4338
"Caldwell County, North Carolina",37027,0.7088
"Camden County, North Carolina",37029,0.478
"Carteret County, North Carolina",37031,0.4007
"Caswell County, North Carolina",37033,0.753
"Catawba County, North Carolina",37035,0.6808
"Chatham County, North Carolina",37037,0.4192
"Cherokee County, North Carolina",37039,0.4701
"Chowan County, North Carolina",37041,0.8358
"Clay County, North Carolina",37043,0.4847
"Cleveland County, North Carolina",37045,0.8756
"Columbus County, North Carolina",37047,0.9523
"Craven County, North Carolina",37049,0.867
"Cumberland County, North Carolina",37051,0.9338
"Currituck County, North Carolina",37053,0.092
"Dare County, North Carolina",37055,0.2772
"Davidson County, North Carolina",37057,0.668
"Davie County, North Carolina",37059,0.4583
"Duplin County, North Carolina",37061,0.9013
"Durham County, North Carolina",37063,0.7285
"Edgecombe County, North Carolina",37065,0.9634
"Forsyth County, North Carolina",37067,0.7766
"Franklin County, North Carolina",37069,0.7193
"Gaston County, North Carolina",37071,0.7167
"Gates County, North Carolina",37073,0.599
"Graham County, North Carolina",37075,0.5035
"Granville County, North Carolina",37077,0.6598
"Greene County, North Carolina",37079,0.9844
"Guilford County, North Carolina",37081,0.7941
"Halifax County, North Carolina",37083,0.9768
"Harnett County, North Carolina",37085,0.7823
"Haywood County, North Carolina",37087,0.3549
"Henderson County, North Carolina",37089,0.3832
"Hertford County, North Carolina",37091,0.9669
"Hoke County, North Carolina",37093,0.9236
"Hyde County, North Carolina",37095,0.8043
"Iredell County, North Carolina",37097,0.4032
"Jackson County, North Carolina",37099,0.7218
"Johnston County, North Carolina",37101,0.6302
"Jones County, North Carolina",37103,0.909
"Lee County, North Carolina",37105,0.8877
"Lenoir County, North Carolina",37107,0.9952
"Lincoln County, North Carolina",37109,0.3367
"McDowell County, North Carolina",37111,0.7508
"Macon County, North Carolina",37113,0.5637
"Madison County, North Carolina",37115,0.3663
"Martin County, North Carolina",37117,0.8934
"Mecklenburg County, North Carolina",37119,0.605
"Mitchell County, North Carolina",37121,0.4494
"Montgomery County, North Carolina",37123,0.8129
"Moore County, North Carolina",37125,0.4163
"Nash County, North Carolina",37127,0.9274
"New Hanover County, North Carolina",37129,0.4618
"Northampton County, North Carolina",37131,0.9268
"Onslow County, North Carolina",37133,0.7721
"Orange County, North Carolina",37135,0.3988
"Pamlico County, North Carolina",37137,0.661
"Pasquotank County, North Carolina",37139,0.7718
"Pender County, North Carolina",37141,0.6114
"Perquimans County, North Carolina",37143,0.4965
"Person County, North Carolina",37145,0.5936
"Pitt County, North Carolina",37147,0.9109
"Polk County, North Carolina",37149,0.3647
"Randolph County, North Carolina",37151,0.704
"Richmond County, North Carolina",37153,0.9742
"Robeson County, North Carolina",37155,0.9924
"Rockingham County, North Carolina",37157,0.8151
"Rowan County, North Carolina",37159,0.8736
"Rutherford County, North Carolina",37161,0.8421
"Sampson County, North Carolina",37163,0.9421
"Scotland County, North Carolina",37165,0.993
"Stanly County, North Carolina",37167,0.5541
"Stokes County, North Carolina",37169,0.4341
"Surry County, North Carolina",37171,0.8043
"Swain County, North Carolina",37173,0.8644
"Transylvania County, North Carolina",37175,0.5223
"Tyrrell County, North Carolina",37177,0.8288
"Union County, North Carolina",37179,0.2212
"Vance County, North Carolina",37181,0.9714
"Wake County, North Carolina",37183,0.3428
"Warren County, North Carolina",37185,0.9701
"Washington County, North Carolina",37187,0.9373
"Watauga County, North Carolina",37189,0.4815
"Wayne County, North Carolina",37191,0.9519
"Wilkes County, North Carolina",37193,0.6244
"Wilson County, North Carolina",37195,0.9647
"Yadkin County, North Carolina",37197,0.6216
"Yancey County, North Carolina",37199,0.5996
"Adams County, North Dakota",38001,0.2689
"Barnes County, North Dakota",38003,0.0853
"Benson County, North Dakota",38005,0.8135
"Billings County, North Dakota",38007,0.0579
"Bottineau County, North Dakota",38009,0.0487
"Bowman County, North Dakota",38011,0.1404
"Burke County, North Dakota",38013,0.008
"Burleigh County, North Dakota",38015,0.2024
"Cass County, North Dakota",38017,0.2177
"Cavalier County, North Dakota",38019,0.182
"Dickey County, North Dakota",38021,0.0573
"Divide County, North Dakota",38023,0.155
"Dunn County, North Dakota",38025,0.3921
"Eddy County, North Dakota",38027,0.4258
"Emmons County, North Dakota",38029,0.0611
"Foster County, North Dakota",38031,0.0414
"Golden Valley County, North Dakota",38033,0.1241
"Grand Forks County, North Dakota",38035,0.344
"Grant County, North Dakota",38037,0.0898
"Griggs County, North Dakota",38039,0.0376
"Hettinger County, North Dakota",38041,0.0827
"Kidder County, North Dakota",38043,0.0958
"LaMoure County, North Dakota",38045,0.021
"Logan County, North Dakota",38047,0.0201
"McHenry County, North Dakota",38049,0.057
"McIntosh County, North Dakota",38051,0.1229
"McKenzie County, North Dakota",38053,0.465
"McLean County, North Dakota",38055,0.049
"Mercer County, North Dakota",38057,0.2234
"Morton County, North Dakota",38059,0.0512
"Mountrail County, North Dakota",38061,0.613
"Nelson County, North Dakota",38063,0.0506
"Oliver County, North Dakota",38065,0.2088
"Pembina County, North Dakota",38067,0.0901
"Pierce County, North Dakota",38069,0.2247
"Ramsey County, North Dakota",38071,0.4615
"Ransom County, North Dakota",38073,0.0528
"Renville County, North Dakota",38075,0.0589
"Richland County, North Dakota",38077,0.226
"Rolette County, North Dakota",38079,0.8813
"Sargent County, North Dakota",38081,0.0258
"Sheridan County, North Dakota",38083,0.0325
"Sioux County, North Dakota",38085,0.881
"Slope County, North Dakota",38087,0.0095
"Stark County, North Dakota",38089,0.2444
"Steele County, North Dakota",38091,0.0067
"Stutsman County, North Dakota",38093,0.3816
"Towner County, North Dakota",38095,0.14
"Traill County, North Dakota",38097,0.056
"Walsh County, North Dakota",38099,0.3456
"Ward County, North Dakota",38101,0.2524
"Wells County, North Dakota",38103,0.0866
"Williams County, North Dakota",38105,0.4491
"Adams County, Ohio",39001,0.7371
"Allen County, Ohio",39003,0.591
"Ashland County, Ohio",39005,0.3189
"Ashtabula County, Ohio",39007,0.8192
"Athens County, Ohio",39009,0.5742
"Auglaize County, Ohio",39011,0.0337
"Belmont County, Ohio",39013,0.2346
"Brown County, Ohio",39015,0.3619
"Butler County, Ohio",39017,0.3673
"Carroll County, Ohio",39019,0.2874
"Champaign County, Ohio",39021,0.1846
"Clark County, Ohio",39023,0.6798
"Clermont County, Ohio",39025,0.1509
"Clinton County, Ohio",39027,0.4488
"Columbiana County, Ohio",39029,0.4472
"Coshocton County, Ohio",39031,0.5971
"Crawford County, Ohio",39033,0.3221
"Cuyahoga County, Ohio",39035,0.7333
"Darke County, Ohio",39037,0.0808
"Defiance County, Ohio",39039,0.2011
"Delaware County, Ohio",39041,0.0204
